parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,5.1909,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.8091,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,6.3258,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2010,2010-01--2010-12,3.4999861999999995,ES12041,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2010,2010-01--2010-12,0.0098535,ES12041,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2010,2010-01--2010-12,0.375,ES12041,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2010,2010-01--2010-12,98.2,ES030MSPF0114010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2010,2010-01--2010-12,0.004134026,ES030MSPF0114010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2010,2010-01--2010-12,0.0275,ES030MSPF0114010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2010,2010-01--2010-12,97.7667,ES030MSPF0114010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2010,2010-01--2010-12,0.1607,ES030MSPF0114010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2010,2010-01--2010-12,13.7,BG1YN130R1029,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2010,2010-01--2010-12,6.574095,BG1YN130R1029,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,2.75,RSCRN_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,3.62,RSVMOR_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3121-01-5,total,water,Cel,2010,2010-01--2010-12,13.88,BG1YN700R1017,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2010,2010-01--2010-12,0.74,BG1YN600R1025,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2010,2010-01--2010-12,79.34,BG1YN400R1112,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2010,2010-01--2010-12,1.21,BG1YN600R1125,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2010,2010-01--2010-12,434.6,BG1YN600R1125,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2010,2010-01--2010-12,15.24,BG1YN600R1125,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2010,2010-01--2010-12,0.1102528,BG1RL120R1013,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_7723-14-0,total,water,mg{P}/L,2010,2010-01--2010-12,0.7355,BG1RL120R1013,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3152-01-0,total,water,[pH],2010,2010-01--2010-12,8.2527,BG1RL120R1013,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2010,2010-01--2010-12,14.93,BG3MA200R014,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2010,2010-01--2010-12,0.0273,BG1YN600R1025,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2010,2010-01--2010-12,14.92,BG1YN400R1112,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3152-01-0,total,water,[pH],2010,2010-01--2010-12,8.1175,BG1OG100R014,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2010,2010-01--2010-12,0.0892583999999999,BG1YN130R1029,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2010,2010-01--2010-12,0.1374,BG1YN400R1003,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2012,2012-01--2012-12,8.2925,LT121102701,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3161-03-3,total,water,mg{N}/L,2010,2010-01--2010-12,0.1472,ES12138,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2010,2010-01--2010-12,15.9523,ES030MSPF0402010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2010,2010-01--2010-12,2.7189680000000003,ES030MSPF0402010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_71-55-6,total,water,ug/L,2014,2014-01-01--2014-12-31,2.0,ES018MSPFES194MAR001713,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_72-20-8,total,water,ug/L,2014,2014-01-01--2014-12-31,0.01,ES018MSPFES194MAR001713,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_72-43-5,total,water,ug/L,2014,2014-01-01--2014-12-31,0.04,ES018MSPFES194MAR001713,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_72-54-8,total,water,ug/L,2014,2014-01-01--2014-12-31,0.006,ES018MSPFES194MAR001713,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_87-86-5,total,water,ug/L,2015,2015-01-01--2015-12-31,0.05,ES030MSPF0614010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_91-20-3,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0614010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_95-47-6,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0614010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_95-50-1,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0614010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2010,2010-01--2010-12,7.925,ES12054,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2010,2010-01--2010-12,5.625,ES12040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2010,2010-01--2010-12,0.1667,ES12040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2010,2010-01--2010-12,0.5898962,ES030MSPF0428021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2010,2010-01--2010-12,0.3835664,ES030MSPF0428021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-02-6,total,water,mg{O2}/L,2012,2012-01--2012-12,2.05,LT110100016,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_31615-01-7,total,water,mg{N}/L,2012,2012-01--2012-12,2.44167,LT100124373,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
GW,CAS_465-73-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_34123-59-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,14.920760799999998,ES050MSPF011012003,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,176.21,ES050MSPF011012003,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,93.8,ES050MSPF011012003,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-09-7,total,water,mg/L,2016,2015-10-01--2016-09-30,26.4,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_108-90-7,total,water,ug/L,2016,2015-10-01--2016-09-30,0.5,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,13.4235494,ES11630,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,68.5,ES11630,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2009,2009-01--2009-12,3.0324,ES11630,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,EEA_33-06-7,total,water,ug/L,2016,2015-10-01--2016-09-30,0.5,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-23-5,total,water,mg/L,2016,2015-10-01--2016-09-30,362.0,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_91-20-3,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_14798-03-9,total,water,mg{NH4}/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-02-0,total,water,ug/L,2016,2015-10-01--2016-09-30,3.59,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2012,2012-01--2012-12,8.060830000000001,LT400102502,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,6.4878,ES11808,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,299.766,ES11808,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_14797-65-0,total,water,mg{NO2}/L,2016,2015-10-01--2016-09-30,0.099,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_14797-55-8,total,water,mg{NO3}/L,2016,2015-10-01--2016-09-30,36.0,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_95-50-1,total,water,ug/L,2016,2015-10-01--2016-09-30,0.5,ES060MSBT060-005,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,29.930061599999995,RSBJEL_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0630623999999999,RSSA_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_14265-44-2,total,water,mg{P}/L,2010,2010-01--2010-12,0.0077,ES030MSPF0808010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2010,2010-01--2010-12,96.0769,ES030MSPF0807010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2010,2010-01--2010-12,13.4615,ES030MSPF0807010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2010,2010-01--2010-12,0.0217,ES030MSPF0807010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2010,2010-01--2010-12,0.0833,ES030MSPF0919010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2010,2010-01--2010-12,0.22498825,ES030MSPF0311010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2010,2010-01--2010-12,0.9426515,ES030MSPF0419010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2010,2010-01--2010-12,0.5064699,ES030MSPF0439010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2010,2010-01--2010-12,0.0511,ES018MSPFES145MAR001010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2010,2010-01--2010-12,0.1955,ES018MSPFES145MAR000900,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2010,2010-01--2010-12,0.8748,ES018MSPFES145MAR000880,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2010,2010-01--2010-12,3.8891,ES018MSPFES174MAR001400,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
